Postcode,Title Number,Tenure,Property Address,District,County,Region,Multiple Address Indicator,Price Paid,Proprietor Name (1),Company Registration No. (1),Proprietorship Category (1),Proprietor (1) Address (1),Proprietor (1) Address (2),Proprietor (1) Address (3),Proprietor Name (2),Company Registration No. (2),Proprietorship Category (2),Proprietor (2) Address (1),Proprietor (2) Address (2),Proprietor (2) Address (3),Proprietor Name (3),Company Registration No. (3),Proprietorship Category (3),Proprietor (3) Address (1),Proprietor (3) Address (2),Proprietor (3) Address (3),Proprietor Name (4),Company Registration No. (4),Proprietorship Category (4),Proprietor (4) Address (1),Proprietor (4) Address (2),Proprietor (4) Address (3),Date Proprietor Added,Additional Proprietor Indicator,Matching Address,LMK_KEY,ADDRESS1,ADDRESS2,ADDRESS3,POSTCODE,BUILDING_REFERENCE_NUMBER,ASSET_RATING,ASSET_RATING_BAND,PROPERTY_TYPE,INSPECTION_DATE,LOCAL_AUTHORITY,CONSTITUENCY,COUNTY,LODGEMENT_DATE,TRANSACTION_TYPE,NEW_BUILD_BENCHMARK,EXISTING_STOCK_BENCHMARK,BUILDING_LEVEL,MAIN_HEATING_FUEL,OTHER_FUEL_DESC,SPECIAL_ENERGY_USES,RENEWABLE_SOURCES,FLOOR_AREA,STANDARD_EMISSIONS,TARGET_EMISSIONS,TYPICAL_EMISSIONS,BUILDING_EMISSIONS,AIRCON_PRESENT,AIRCON_KW_RATING,ESTIMATED_AIRCON_KW_RATING,AC_INSPECTION_COMMISSIONED,BUILDING_ENVIRONMENT,LOCAL_AUTHORITY_LABEL,CONSTITUENCY_LABEL,POSTTOWN,LODGEMENT_DATETIME,PRIMARY_ENERGY_VALUE,UPRN,UPRN_SOURCE,Ofgem industry,Energy intensity,Consumption (kWh)
SE10 8NJ,LN48730,Freehold,"6 David Mews, London (SE10 8NJ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,1150000.0,RVRJ LTD,12924412,Limited Company or Public Limited Company,"6 David Mews, Greenwich, London SE10 8NJ",,,,,,,,,,,,,,,,,,,,,28-02-2023,N,6 David Mews,155411510022020061013484870060510,,6 David Mews,,SE10 8NJ,178316090000,85,D,B1 Offices and Workshop businesses,2020-06-05,E09000011,E14000718,Greater London Authority,2020-06-10,Mandatory issue (Marketed sale).,26,77,3,Grid Supplied Electricity,,,,375,37.76,19.9,58.32,63.98,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2020-06-10 13:48:48,378,,,Offices,59,22125
SE10 8NT,TGL17791,Freehold,"65 Greenwich South Street, London (SE10 8NT)",GREENWICH,GREATER LONDON,GREATER LONDON,N,377000.0,SOUTH STREET HOLDINGS LIMITED,09796107,Limited Company or Public Limited Company,"6 Little Street, Macclesfield SK10 1AW",,,,,,,,,,,,,,,,,,,,,20-06-2018,N,65 Greenwich South Street,42681910142010101416172939609900,,65 Greenwich South Street,,SE10 8NT,815041630000,203,G,Office,2010-10-11,E09000011,E14000718,Greater London Authority,2010-10-14,Mandatory issue (Property to let).,32,61,3,Natural Gas,,,,251,51.43,33.27,62.25,209.29,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2010-10-14 16:17:29,,100023227714,Address Matched,Offices,59,14809
SE10 8NW,335289,Freehold,"1 Greenwich South Street, London (SE10 8NW)",GREENWICH,GREATER LONDON,GREATER LONDON,N,780000.0,BAA ESTATES LIMITED,11568871,Limited Company or Public Limited Company,"Unit 2, 5 Baldwin Street, London EC1V 9NU",,,,,,,,,,,,,,,,,,,,,31-03-2020,N,1 Greenwich South Street,87dd5911f7e2eedaf0134e464f33ec40763072c8ed3ea9abf009f7a150a59cba,1 Greenwich South Street,,,SE10 8NW,10003932367,63,C,Retail/Financial and Professional Services,2023-01-27,E09000011,E14000718,,2023-01-29,Mandatory issue (Non-marketed sale),7,30,3,Grid Supplied Electricity,,,,38,22.45,3.31,13.25,28.34,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2023-01-29 13:23:01,293,100023228033,Energy Assessor,Shops,84,3192
SE10 8NX,SGL78518,Freehold,"129 Greenwich South Street, London (SE10 8NX)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,VICTORIA SQUARE PROPERTY COMPANY LIMITED,,Limited Company or Public Limited Company,"Ground Floor, 30 City Road, London EC1Y 2AB",,,,,,,,,,,,,,,,,,,,,25-03-1969,N,129 Greenwich South Street,058c219c3199e922ed8910cc2a2d4b43d70d8426cc5c2ad75d7e3dfb47842b70,,129 Greenwich South Street,,SE10 8NX,10003522911,115,E,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2017-08-25,E09000011,E14000718,,2017-09-21,Voluntary (No legal requirement for an EPC).,31,90,3,Grid Supplied Electricity,,,,87,48.15,29.46,86.33,110.42,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2017-09-21,653,,,Hospitality,111,9657
SE10 8PB,SGL268259,Freehold,"5 Blackheath Hill, London (SE10 8PB)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,CRANFELDS LIMITED,08953839,Limited Company or Public Limited Company,"3-7 Temple Avenue, London EC4Y 0HP",,,,,,,,,,,,,,,,,,,,,20-07-2015,N,5 Blackheath Hill,93306098052014070114154909009241,,5 Blackheath Hill,,SE10 8PB,218789840000,136,F,A1/A2 Retail and Financial/Professional services,2014-07-01,E09000011,E14000718,Greater London Authority,2014-07-01,Mandatory issue (Property to let).,25,66,3,Natural Gas,,,,122,66.64,32.89,87.71,181.51,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2014-07-01 14:15:49,391,100023228447,Address Matched,Shops,84,10248
SE10 8RF,SGL53865,Freehold,"70 Royal Hill, London (SE10 8RF)",GREENWICH,GREATER LONDON,GREATER LONDON,N,1725000.0,THE GREENWICH DEVELOPMENT CORPORATION LIMITED,01553679,Limited Company or Public Limited Company,"26 Burney Street, London SE10 8EX",,,,,,,,,,,,,,,,,,,,,14-02-2023,N,70 Royal Hill,064a290fecdb773d3313b96d638f39bf57efb28dcd1a1312de94c25bb66c85f0,70 Royal Hill,,,SE10 8RF,10003371821,114,E,Offices and Workshop Businesses,2022-09-06,E09000011,E14000718,,2022-09-09,Mandatory issue (Property to let).,18,72,3,Natural Gas,,,,624,14.76,5.27,21.13,33.57,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2022-09-12 15:05:23,224,100023227776,Energy Assessor,Offices,59,36816
SE10 8RT,TGL346456,Leasehold,"The Prince Albert, 72 Royal Hill, London (SE10 8RT)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,EI GROUP PLC,2562808,Limited Company or Public Limited Company,"3 Monkspath Hall Road, Shirley, Solihull B90 4SJ",,,,,,,,,,,,,,,,,,,,,12-05-2011,N,"The Prince Albert, 72 Royal Hill",4219c82506da7cd9260902991512c2ea8691a07c210aeeed4011e143af33a94e,The Prince Albert,72 Royal Hill,,SE10 8RT,10003823700,52,C,Restaurants and Cafes/Drinking Establishments/Takeaways,2022-09-21,E09000011,E14000718,,2022-09-24,Mandatory issue (Property to let).,26,102,3,Natural Gas,,,,537,28.3,14.49,57.96,29.55,Yes,,2.0,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2022-12-05 16:49:26,222,10010221253,Energy Assessor,Hospitality,111,59607
SE10 8SE,TGL192347,Freehold,"89 Royal Hill, London (SE10 8SE)",GREENWICH,GREATER LONDON,GREATER LONDON,N,1300000.0,WBMC LIMITED,11605645,Limited Company or Public Limited Company,"Lynwood House, Crofton Road, Orpington BR6 8QE",,,,,,,,,,,,,,,,,,,,,12-02-2019,N,89 Royal Hill,60447852032012030116452877000597,,89 Royal Hill,,SE10 8SE,578753620000,94,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2012-02-03,E09000011,E14000718,Greater London Authority,2012-03-01,Mandatory issue (Marketed sale).,35,94,3,Natural Gas,,,,179,102.87,72.31,192.83,193.88,No,,1.0,4,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2012-03-01 16:45:28,1101,10010200402,Address Matched,Hospitality,111,19869
SE10 8UJ,SGL21308,Freehold,"Ashburnham Hostel, 75 Ashburnham Grove, London (SE10 8UJ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,3150000.0,GH GREEN GROVE LIMITED,13876886,Limited Company or Public Limited Company,"Elsley Court, 20-22 Great Titchfield Street, London W1W 8BE",,,,,,,,,,,,,,,,,,,,,05-07-2022,N,"Ashburnham Hostel, 75 Ashburnham Grove",c99e0345d157a7844521d6a602be326bacd5ed2822fa6ce1a0e42a70113e9fa1,Ashburnham Hostel,75 Ashburnham Grove,,SE10 8UJ,10002509941,109,E,Residential spaces,2021-10-20,E09000011,E14000718,,2021-10-21,Mandatory issue (Property to let).,28,83,3,Natural Gas,,,,617,30.19,17.03,49.89,65.58,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2021-12-02 10:30:16,375,100020936870,Energy Assessor,Health,81,49977
SE10 9AH,SGL459447,Freehold,"67 Pelton Road, London (SE10 9AH)",GREENWICH,GREATER LONDON,GREATER LONDON,N,150000.0,SUNVINE LIMITED,04261538,Limited Company or Public Limited Company,"Tudor House, Llanvanor Road, Finchely Road, London, NW2 2AQ",,,,,,,,,,,,,,,,,,,,,22-04-2003,N,67 Pelton Road,135966600022018071914232307930140,,67 Pelton Road,,SE10 9AH,401904770000,54,C,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2018-07-19,E09000011,E14000718,Greater London Authority,2018-07-19,Mandatory issue (Property to let).,27,79,3,Natural Gas,,,,162,131.06,70.48,206.53,141.52,No,,,4,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2018-07-19 14:23:23,827,100020993001,Address Matched,Hospitality,111,17982
SE10 9BJ,TGL328987,Leasehold,"23-25 Greenwich Church Street, London (SE10 9BJ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,1350000.0,BACK OFFICE FRONT OFFICE LTD,06926694,Limited Company or Public Limited Company,"23-25 Greenwich Church Street, London SE10 9BJ",,,,,,,,,,,,,,,,,,,,,09-02-2010,N,23-25 Greenwich Church Street,22427800202011021610470264300920,26 Greenwich Church Street,23-25 Greenwich Church Street,,SE10 9BJ,621720360000,63,C,Office,2011-02-14,E09000011,E14000718,Greater London Authority,2011-02-16,Mandatory issue (Property to let).,33,66,3,Natural Gas,,,,172,43.15,28.53,57.19,53.97,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2011-02-16 10:47:02,302,100020971126,Energy Assessor,Offices,59,10148
SE10 9BL,TGL284922,Leasehold,"45 Greenwich Church Street, London (SE10 9BL)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,GOURMET BURGER KITCHEN LIMITED,03970045,Limited Company or Public Limited Company,"85 Clerkenwell Road, London EC1R 5AR",,,,,,,,,,,,,,,,,,,,,11-01-2007,N,45 Greenwich Church Street,bbc03ff4c4abf1fc622037c917e6c43e715afcfe3602a3fc74b152e2d72a6f2a,45 Greenwich Church Street,44-46 Greenwich Church Street,,SE10 9BL,10005826490,54,C,Restaurants and Cafes/Drinking Establishments/Takeaways,2024-02-21,E09000011,E14000718,Greater London Authority,2024-03-07,Mandatory issue (Property to let).,23,91,3,Grid Supplied Electricity,,,,318,39.71,18.0,72.17,42.6,Yes,,2.0,5,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2024-03-07 15:15:51,359,100023228673,Energy Assessor,Hospitality,111,35298
SE10 9BQ,TGL297687,Freehold,"2 Greenwich Church Street, London (SE10 9BQ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,NATIONAL WESTMINSTER BANK PLC,929027,Limited Company or Public Limited Company,"The Director of Property, Drummond House, P. O. Box 17327, 1 Redheughs Avenue, Edinburgh EH12 9JN",,,,,,,,,,,,,,,,,,,,,24-09-2007,N,2 Greenwich Church Street,21d1e5f4f6a3efb1a4f0aab912d2a62c5dd697f5689dc70e04de3b337fd7a1e7,2 Greenwich Church Street,,,SE10 9BQ,10003703345,76,D,Retail/Financial and Professional Services,2022-10-18,E09000011,E14000718,,2022-11-03,Mandatory issue (Marketed sale),18,71,4,Natural Gas,,,,509,15.97,5.68,22.78,24.28,No,,,4,Air Conditioning,Greenwich,Greenwich and Woolwich,GREENWICH,2022-11-03 15:15:00,199,100023228523,Energy Assessor,Shops,84,42756
SE10 9GA,TGL430928,Leasehold,"3 Hawthorne Crescent, London (SE10 9GA)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,HOLAPETS LTD,12373739,Limited Company or Public Limited Company,"128 City Road, London EC1V 2NX",,,,,,,,,,,,,,,,,,,,,04-07-2023,N,3 Hawthorne Crescent,115027466032016090818322289000193,,3 Hawthorne Crescent,,SE10 9GA,634918530000,62,C,A1/A2 Retail and Financial/Professional services,2016-09-08,E09000011,E14000718,Greater London Authority,2016-09-08,Mandatory issue (Property to let).,22,64,3,Grid Supplied Electricity,,,,116,79.73,34.93,102.37,99.15,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2016-09-08 18:32:22,,10010248263,Address Matched,Shops,84,9744
SE10 9HU,TGL419906,Leasehold,"38 King William Walk, London (SE10 9HU)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,TRUEPENNY'S OF LONDON LTD,10594437,Limited Company or Public Limited Company,"38 King William Walk, London SE10 9HU","1a The Village, London SE7 8UG",,,,,,,,,,,,,,,,,,,,01-06-2018,N,38 King William Walk,c7af757250d9ec59fb948dd295cd08ade96879255594964c784afe582d0a43a5,38 King William Walk,,,SE10 9HU,10004235409,89,D,Offices and Workshop Businesses,2023-03-10,E09000011,E14000718,,2023-03-10,Mandatory issue (Marketed sale),4,15,3,Grid Supplied Electricity,,,,129,12.74,0.97,3.88,22.64,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2023-03-10 09:56:50,236,100023228738,Energy Assessor,Offices,59,7611
SE10 9HY,TGL482166,Leasehold,"22 College Approach, London (SE10 9HY)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,JONES LANG LASALLE LIMITED,01188567,Limited Company or Public Limited Company,"30 Warwick Street, London W1B 5NH",,,,,,,,,,,,,,,,,,,,,30-08-2017,N,22 College Approach,042de6bee987fc6a6b9ba9da904482566d434576dd4c57082259ed1b0b129528,22 College Approach,20 College Approach,,SE10 9HY,10004807980,63,C,Offices and Workshop Businesses,2023-06-17,E09000011,E14000718,Greater London Authority,2023-07-11,Mandatory issue (Marketed sale),8,31,3,Grid Supplied Electricity,,,,173,9.3,1.42,5.7,11.68,No,,,4,Air Conditioning,Greenwich,Greenwich and Woolwich,GREENWICH,2023-07-13 09:52:50,120,100020952161,Energy Assessor,Offices,59,10207
SE10 9JA,TGL425182,Leasehold,"11 Turnpin Lane, London (SE10 9JA)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,B & B PVT LTD,6916594,Limited Company or Public Limited Company,"11 Turnpin Lane, London SE10 9JA","Priory House, 45-51 High Street, Reigate RH2 9AE",,,,,,,,,,,,,,,,,,,,18-06-2015,N,11 Turnpin Lane,4d7dfa559bd615f108b7d41bbce043a5db72b2e64fe5bc3d7f9907c9e15a72fe,11 Turnpin Lane,8 Turnpin Lane,,SE10 9JA,10004937566,53,C,Restaurants and Cafes/Drinking Establishments/Takeaways,2023-08-11,E09000011,E14000718,Greater London Authority,2023-08-16,Mandatory issue (Marketed sale),15,61,3,Grid Supplied Electricity,,,,71,54.54,16.62,66.64,57.3,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2023-08-24 13:46:53,603,100023229107,Energy Assessor,Hospitality,111,7881
SE10 9JB,TGL457252,Leasehold,"13 Nelson Road, London (SE10 9JB)",GREENWICH,GREATER LONDON,GREATER LONDON,N,150000.0,BILLS RESTAURANTS LTD,5158252,Limited Company or Public Limited Company,"2nd Floor, 15 Greek Street, London W1D 4DP","60 Southwark Bridge Road, London SE1 0AS",,,,,,,,,,,,,,,,,,,,29-09-2016,N,13 Nelson Road,79585640342013051310232863100050,22-23 Nelson Road,13 Nelson Road,,SE10 9JB,239804160000,120,E,B1 Offices and Workshop businesses,2013-05-07,E09000011,E14000718,Greater London Authority,2013-05-13,Mandatory issue (Marketed sale).,33,89,3,Natural Gas,,,,533,48.76,32.46,86.55,116.53,No,,3.0,4,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2013-05-13 10:23:28,109,10010200737,Address Matched,Offices,59,31447
SE10 9JH,TGL274470,Leasehold,"1 King William Walk, London (SE10 9JH)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,YGP HOLDINGS LIMITED,8103008,Limited Company or Public Limited Company,"1 King William Walk, London SE10 9JH",,,,,,,,,,,,,,,,,,,,,25-10-2012,N,1 King William Walk,2a168dd8194d3c06f6ca8fe8be27c043782c7b22c201cd73ee5d99fb8fcdcb90,1 King William Walk,Kings Arms,16 King William Walk,SE10 9JH,10002493196,47,B,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2022-03-16,E09000011,E14000718,Greater London Authority,2022-03-23,Mandatory issue (Marketed sale),30,87,3,Natural Gas,,,,546,107.45,64.07,187.74,100.85,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2022-03-29 15:05:47,585,100020979636,Energy Assessor,Hospitality,111,60606
SE10 9JL,TGL572721,Leasehold,"8 Nevada Street, London (SE10 9JL)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,HEAPS SAUSAGES LIMITED,07541168,Limited Company or Public Limited Company,"40 Stockwell Street, London SE10 8EY",,,,,,,,,,,,,,,,,,,,,26-10-2021,N,8 Nevada Street,63c9485c49291b3a6c3d78dbbcc2852816ffcc4f777ec70c70be1fc32ab7375e,8 Nevada Street,,,SE10 9JL,10002509036,81,D,A3/A4/A5 Restaurant and Cafes/Drinking Establishments and Hot Food takeaways,2021-10-08,E09000011,E14000718,,2021-10-11,Mandatory issue (Property to let).,27,80,3,Grid Supplied Electricity,,,,51,112.72,61.48,180.16,183.62,Yes,,3.0,5,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2021-10-11 08:06:34,1086,100023229173,Address Matched,Hospitality,111,5661
SE10 9JP,TGL329248,Leasehold,"13 Tarves Way, London (SE10 9JP)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,@SIPP (PENSION TRUSTEES) LIMITED,SC217251,Limited Company or Public Limited Company,"6th Floor Mercantile Building, 53 Bothwell Street, Glasgow G2 6TS",,,,,,,,,,,,,,,,,,,,,28-07-2010,N,13 Tarves Way,122429220402017060914203947300250,13 Tarves Way,13 Tarves Way,,SE10 9JP,347132340000,122,E,B1 Offices and Workshop businesses,2017-05-23,E09000011,E14000718,Greater London Authority,2017-06-09,Mandatory issue (Marketed sale).,33,96,3,Grid Supplied Electricity,,,,105,32.4,21.33,62.51,78.94,No,,2.0,4,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2017-06-09 14:20:39,467,10010224626,Address Matched,Offices,59,6195
SE10 9JT,TGL104564,Freehold,"92 Roan Street, London (SE10 9JT)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,JOHN ROAN FOUNDATION TRUSTEE LIMITED,11905489,Limited Company or Public Limited Company,"Maze Hill, London SE3 7UD",,,,,,,,,,,,,,,,,,,,,12-09-2019,N,92 Roan Street,143214431032019031414405988000493,,92 Roan Street,,SE10 9JT,331847480000,85,D,B1 Offices and Workshop businesses,2019-03-08,E09000011,E14000718,Greater London Authority,2019-03-14,Mandatory issue (Marketed sale).,28,83,3,Natural Gas,,,,136,37.48,21.21,62.16,63.46,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2019-03-14 14:40:59,370,10010240834,Address Matched,Offices,59,8024
SE10 9LR,TGL185928,Freehold,"31-37 Greenwich Park Street, London (SE10 9LR)",GREENWICH,GREATER LONDON,GREATER LONDON,N,3457797.0,31-37 PARK STREET GREENWICH LIMITED,11163851,Limited Company or Public Limited Company,"16 Great Queen Street, London WC2B 5AH",,,,,,,,,,,,,,,,,,,,,05-04-2018,N,31-37 Greenwich Park Street,40948910102010092413351387000210,,31-37 Greenwich Park Street,,SE10 9LR,110271080000,109,E,Hospital,2010-09-23,E09000011,E14000718,Greater London Authority,2010-09-24,Mandatory issue (Non-marketed sale).,49,104,3,Natural Gas,,,,833,39.76,38.85,82.55,86.35,Yes,,2.0,5,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2010-09-24 13:35:13,,10010200782,Address Matched,Health,81,67473
SE10 9NP,TGL273778,Leasehold,"16 Highbridge Wharf, London (SE10 9NP)",GREENWICH,GREATER LONDON,GREATER LONDON,N,320000.0,ANEESHA NOMINEES LIMITED,04545732,Limited Company or Public Limited Company,"13 Montpelier Avenue, Bexley DA5 3AP",,,,,,,,,,,,,,,,,,,,,04-07-2022,N,16 Highbridge Wharf,a22f483fb5595888be4ab966d75a423d118366d0cec032120c15bd69aefe4251,16 Highbridge Wharf,,,SE10 9PS,10002940656,60,C,D1 Non-residential Institutions - Education,2022-02-11,E09000011,E14000718,,2022-04-14,Mandatory issue (Marketed sale),33,97,3,Natural Gas,,,,85,23.48,15.47,45.33,28.16,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,GREENWICH,2022-04-14 16:24:10,164,10010227490,Energy Assessor,Education,51,4335
SE10 9QF,SGL56448,Freehold,"73 Norman Road, (SE10 9QF)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,DOCKLANDS LIGHT RAILWAY LIMITED,02052677,Limited Company or Public Limited Company,"5 Endeavour Square, London E20 1JN","7th Floor, Yellow Zone, 197 Blackfriars Road, London SE1 8NJ",,,,,,,,,,,,,,,,,,,,29-04-1999,N,73 Norman Road,154965790142020050712211424600050,Unit 14,73 Norman Road,53 Norman Road,SE10 9QF,813199620000,101,E,B1 Offices and Workshop businesses,2020-05-04,E09000011,E14000718,Greater London Authority,2020-05-07,Mandatory issue (Marketed sale).,28,83,3,Grid Supplied Electricity,,,,504,29.6,16.75,49.08,59.59,No,,,4,Air Conditioning,Greenwich,Greenwich and Woolwich,LONDON,2020-05-07 12:21:14,352,100023229066,Address Matched,Offices,59,29736
SE10 9QJ,TGL164329,Freehold,"Unit 17 Greenwich Centre Business Park, 53 Norman Road, London (SE10 9QJ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,NAMULAS PENSION TRUSTEES LIMITED,980864,Limited Company or Public Limited Company,"The Priory, Hitchin, Hertfordshire, SG5 2DW",,,,,,,,,,,,,,,,,,,,,27-09-1999,N,"Unit 17 Greenwich Centre Business Park, 53 Norman Road",101003250022015042215371001240220,,Unit 17 Greenwich Centre Business Park,53 Norman Road,SE10 9QF,203853140000,102,E,B2 to B7 General Industrial and Special Industrial Groups,2015-04-22,E09000011,E14000718,Greater London Authority,2015-04-22,Mandatory issue (Marketed sale).,37,109,3,Natural Gas,,,,260,30.47,22.65,66.36,62.18,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2015-04-22 15:37:10,,10010223915,Address Matched,Factories,30,7800
SE10 9RF,TGL237491,Freehold,"22 Bardsley Lane, London (SE10 9RF)",GREENWICH,GREATER LONDON,GREATER LONDON,N,,RENEWAL (SOUTH EAST) LIMITED,5357065,Limited Company or Public Limited Company,"The Mews, St. Nicolas Lane, Lewes, East Sussex BN7 2JZ",,,,,,,,,,,,,,,,,,,,,12-05-2005,N,22 Bardsley Lane,93196864032014070316324124000798,,22 Bardsley Lane,,SE10 9RF,685472060000,214,G,B1 Offices and Workshop businesses,2014-07-02,E09000011,E14000718,Greater London Authority,2014-07-03,Mandatory issue (Property to let).,34,100,3,Grid Supplied Electricity,,,,137,20.96,14.35,42.05,89.56,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2014-07-03 16:32:41,,100023228491,Address Matched,Offices,59,8083
SE10 9SW,SGL432730,Freehold,"258 Creek Road, London (SE10 9SW)",GREENWICH,GREATER LONDON,GREATER LONDON,N,45000.0,BAA ESTATES LIMITED,11568871,Limited Company or Public Limited Company,"Unit 2, 5 Baldwin Street, London EC1V 9NU",,,,,,,,,,,,,,,,,,,,,16-09-2019,N,258 Creek Road,110992590842016032318071061300970,330-332 Creek Road,258 Creek Road,,SE10 9SW,484509360000,205,G,A1/A2 Retail and Financial/Professional services,2016-03-19,E09000011,E14000718,Greater London Authority,2016-03-23,Mandatory issue (Marketed sale).,32,93,3,Grid Supplied Electricity,,,,312,16.37,10.43,30.56,67.17,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2016-03-23 18:07:10,716,10010263970,Address Matched,Shops,84,26208
SE10 9TZ,LN227030,Freehold,"150-152 Trafalgar Road, London (SE10 9TZ)",GREENWICH,GREATER LONDON,GREATER LONDON,N,82500.0,GREY GR LIMITED PARTNERSHIP,,Corporate Body,"13 Queens Road, Aberdeen AB15 4YL",,,,,,,,,,,,,,,,,,,,,10-01-2018,N,150-152 Trafalgar Road,89995860802014031915380191900970,,150-152 Trafalgar Road,,SE10 9TZ,586716990000,87,D,A1/A2 Retail and Financial/Professional services,2014-03-19,E09000011,E14000718,Greater London Authority,2014-03-19,Mandatory issue (Marketed sale).,23,62,3,Grid Supplied Electricity,,,,383,68.57,32.04,85.43,119.29,No,,,4,Heating and Natural Ventilation,Greenwich,Greenwich and Woolwich,LONDON,2014-03-19 15:38:01,,,,Shops,84,32172
SE11 4AA,TGL293469,Leasehold,"Unit 2, 33 Stannary Street, London (SE11 4AA)",LAMBETH,GREATER LONDON,GREATER LONDON,N,265000.0,MAYFLOWER TRUSTEES LIMITED,06586653,Limited Company or Public Limited Company,"1 New Walk Place, Leicester LE1 6RU",,,,,,,,,,,,,,,,,,,,,15-03-2016,Y,"Unit 2, 33 Stannary Street",106366362012017061406362403009261,,Unit 2,33 Stannary Street,SE11 4AA,215023460000,74,C,B1 Offices and Workshop businesses,2017-06-06,E09000022,E14001008,Greater London Authority,2017-06-14,Mandatory issue (Marketed sale).,24,71,3,Natural Gas,,,,154,33.75,16.35,47.9,49.95,No,,,4,Heating and Natural Ventilation,Lambeth,Vauxhall,LONDON,2017-06-14 06:36:24,291,10008785966,Address Matched,Offices,59,9086
